币种,流通市值,全球指数,24H成交额,流通数量,24H涨幅
EON-EON,¥678.5万,¥0.007539,¥24679.68,9亿*,-15.73%
ABYSS-The Abyss,¥671.71万,¥0.030066,¥59.32万,2.23亿,-0.46%
TTT-TrustNote,¥668.93万,¥0.021578,¥847.46万,3.1亿*,-0.51%
DIY-DIY链,¥664.17万,¥0.022139,¥85581.31,3亿*,-0.86%
OLT-OneLedger,¥659.22万,¥0.019412,¥125.85万,3.4亿,+6.44%
PNK-Pinakion,¥654.39万,¥0.037376,¥16761.58,1.75亿*,+0.13%
PYN-Paycent,¥649.53万,¥0.2118,¥12.89万,"3,066.28万",-28.72%
SVD-savedroid,¥648.89万,¥0.002414,¥3133.47,26.88亿,+4.59%
FAIR-Fair.Game,¥644.45万,¥0.013998,¥124.06万,4.6亿,+0.48%
CAI-CAI,¥632.47万,¥0.000602,¥276.87万,105亿*,+0.78%
3DC-3D链,¥630.01万,¥0.2100,¥21.06万,"3,000万*",-4.53%
KWATT-4NEW,¥625.99万,¥0.1146,¥37.41万,"5,461.37万",+0.81%
BDT-BDT Token,¥625.94万,¥0.018311,¥2724.20,3.42亿,-19.40%
TOK-TOK Token,¥622.74万,¥0.041516,--,1.5亿*,+1.00%
UNC-UniCoin,¥617.82万,¥0.000858,¥72324.54,72亿*,+6.65%
QOS-QOS Chain,¥608.27万,¥0.006083,¥36927.86,10亿,-13.05%
ABL-Airbloc Protocol,¥586.26万,¥0.046895,¥148.72万,1.25亿,+3.96%
XBI-XBI,¥584.99万,¥0.8335,¥23163.59,701.85万,-29.95%
CCCX-Clipper Coin,¥583.44万,¥0.002334,--,25亿,-5.50%
HAND-梭哈,¥581.52万,¥0.00001454,¥70.9万,"4,000亿",+1.15%
QB-趣币,¥580.47万,¥0.5805,--,"1,000万*",-3.14%
IFOOD-Ifoods Chain,¥579.35万,¥0.002317,¥44.85万,25亿*,+25.41%
EOP-柚子空间,¥577.36万,¥0.001925,¥35775.35,30亿*,+1.06%
0XBTC-0xBitcoin,¥573.14万,¥1.6324,¥200.04万,351.1万,+5.04%
RET-RealTract,¥566.9万,¥0.000945,¥54.03万,60亿,+3.65%
SCTK-SharesChain,¥564.07万,¥0.000705,--,80亿*,+35.68%
ELI-Eligma Token,¥559.69万,¥0.040284,¥339.27万,1.39亿,-3.53%
BITX-BITX,¥554.51万,¥0.036144,¥65865.70,1.53亿,+4.27%
KC-千云链,¥551.9万,¥0.030661,¥78.46万,1.8亿*,+2.31%
MVP-Merculet,¥550.01万,¥0.001998,"¥1,402.57万",27.53亿,+5.74%
SSC-SelfSell,¥544.55万,¥0.018152,¥196.52万,3亿*,+4.26%
DAT-Datum,¥539.49万,¥0.005964,¥106.07万,9.05亿,+8.41%
AC3-AC3,¥531.32万,¥0.076532,¥49280.79,"6,942.49万*",+9.99%
ADE-DMChain,¥527.85万,¥0.029325,¥268.53万,1.8亿*,+19.20%
FGC-法国菜,¥527.82万,¥0.014995,¥19.13万,3.52亿*,+0.05%
DAGT-DAGT,¥525.64万,¥0.2628,¥66643.68,"2,000万*",+7.43%
AIC-AI Crypto,¥525.48万,¥0.001752,¥73.23万,30亿,+1.87%
TGAME-Truegame,¥516.83万,¥0.062589,¥34.41万,"8,257.55万",+3.93%
HVT-HireVibes,¥516.1万,¥0.020644,¥21558.95,2.5亿*,+30.96%
HOTC-热度链,¥510.07万,¥0.017002,¥64.53万,3亿*,+18.36%
FUC-富链,¥509.03万,¥0.1018,¥89054.34,"5,000万*",-2.91%
GET-Themis,¥506.75万,¥0.010135,¥11.6万,5亿,-0.82%
QBT-Qbao,¥505.45万,¥0.099107,¥37.11万,"5,100万",+7.29%
ABX-Arbidex,¥504.9万,¥0.2472,¥24.24万,"2,042.2万",+2.81%
18C-Block18,¥504.57万,¥0.011734,¥82.36万,4.3亿*,+3.21%
STB-软资链,¥494.81万,¥0.032987,¥89.62万,1.5亿*,+3.14%
CB-COINBIG Token,¥492.9万,¥0.012323,--,4亿,+39.06%
MTC-MTC Mesh Token,¥479.89万,¥0.011997,¥57249.01,4亿,+4.92%
PTT-质子链,¥471.11万,¥0.000857,¥23.6万,55亿*,-7.37%
HSC-哈希币,¥467.74万,¥0.000935,¥18736.52,50亿,+0.31%
SCC-SiaCashCoin,¥465.35万,¥0.000595,¥3025.48,78.25亿,+3.97%
ACAT-Alphacat,¥460.49万,¥0.001650,¥57.25万,27.9亿,-0.67%
MDT-量数币,¥460.05万,¥0.011506,¥124.04万,4亿*,-11.52%
NPER-NPER,¥458.39万,¥0.091810,¥92692.90,"4,992.75万",+5.70%
BIZ-商链,¥456.22万,¥0.003041,¥4359.85,15亿*,+3.30%
IOV-车联网币,¥456.01万,¥0.003648,--,12.5亿,+1.54%
CCL-CyClean,¥455.1万,¥0.006708,¥11515.47,6.78亿,-16.31%
INV-Invacio,¥450.68万,¥0.1380,¥10338.59,"3,265.62万",+10.51%
DIVX-Divi,¥448.35万,¥2.6514,¥176.20,169.1万,+8.01%
WAL-Whale Token,¥443.67万,¥0.059280,--,"7,484.35万",+5.08%
EDU-教育积分,¥443.45万,¥0.000739,¥192.3万,60亿*,+2.85%
VLD-Vetri,¥442.94万,¥0.020132,¥3572.03,2.2亿*,-24.62%
FACE-Faceter,¥437.22万,¥0.009290,¥73623.47,4.71亿,+10.15%
BTRCM-比特魔方,¥435.7万,¥0.1614,¥34.77万,"2,700万*",+15.75%
BUT-BitUP,¥432.4万,¥0.009609,¥29.71万,4.5亿*,+0.23%
CLN-Colu Local Network,¥420.81万,¥0.041509,¥12.05万,1.01亿,-0.83%
UCN-优链,¥417.19万,¥0.013894,¥171.19万,3亿,+3.77%
HLM-Helium,¥417.06万,¥0.4600,¥893.04,906.64万*,-4.29%
NBR-Niobio Cash,¥413.71万,¥0.036179,¥3190.17,1.14亿,+1.46%
RYO-Ryo Currency,¥413.18万,¥0.5010,¥9078.85,824.67万*,+10.14%
FTX-FintruX Network,¥411.79万,¥0.048446,¥314.83,"8,500万",+4.94%
WIN-WinToken,¥408.46万,¥0.001297,¥87.85万,31.5亿*,+0.53%
UC-优币,¥407.64万,¥0.001019,¥32536.17,40亿*,+2.54%
EBKC-艾客部落,¥405.46万,¥0.006436,¥4081.14,6.3亿*,-29.28%
LYNX-Lynx,¥404.97万,¥0.00005261,¥1968.36,769.7亿,+47.31%
AAC-锐角币,¥402.91万,¥0.016116,¥281.59万,2.5亿*,+0.57%
FLP-Gameflip,¥399.12万,¥0.089228,¥28.63万,"4,473万*",+2.21%
TRA-旅行链,¥398.58万,¥0.000569,¥10.4943,70亿*,+3.26%
XCEL-XcelToken,¥397.84万,¥0.053866,¥17.04万,"7,385.73万",-20.51%
MLC-Mallcoin,¥397.76万,¥0.022582,--,1.76亿,-42.25%
SDS-阿基米德,¥394.28万,¥0.013278,¥55.01万,2.97亿,+6.26%
TAT-乐块,¥394.25万,¥0.000789,¥15.28万,50亿*,-6.47%
SOP-SoPay,¥391.63万,¥0.008058,¥9995.98,4.86亿,+9.01%
BSP-BSPNetwork,¥385.62万,¥0.036726,¥86.88万,1.05亿*,-17.43%
PORTAL-Portal,¥381.1万,¥0.012703,¥51.09万,3亿*,+5.19%
HER-HeroNode,¥380.74万,¥0.004016,¥20.25万,9.48亿,-2.18%
SRCOIN-SRCOIN,¥375.21万,¥0.000743,¥58890.48,50.52亿,+2.63%
VDO-维度,¥368.02万,¥0.2453,--,"1,500万*",+9.59%
BTXC-Bettex Coin,¥367.56万,¥0.8564,¥64323.99,429.22万,+3.89%
DB-数字区块,¥366.45万,¥0.005020,--,7.3亿*,+19.61%
WIX-Wixlar,¥363.51万,¥0.1158,¥31021.18,"3,139.71万",-38.60%
MX-抹茶,¥361.58万,¥0.012053,¥812.77万,3亿*,+0.47%
LIKE-赞赏币,¥361.16万,¥0.007684,¥14.65万,4.7亿,-0.99%
SKYFT-SKYFT Token,¥357.67万,¥0.018885,¥55.78万,1.89亿*,-3.10%
CAN-CAN,¥356.59万,¥0.011886,¥18121.01,3亿*,+3.72%
EQUAD-QuadrantProtocol,¥355.19万,¥0.011852,¥40.44万,3亿,+14.08%
IMOS-智造链,¥353.58万,¥0.014143,¥32040.36,2.5亿*,-2.99%
KMC-孔明屋,¥353.41万,¥0.007068,¥16.74万,5亿*,+5.20%
THRT-Thrive Token,¥350.64万,¥0.033984,¥13.94万,1.03亿,+5.10%
PT-Predict Token,¥347.53万,¥0.034753,¥424.66万,1亿,+7.03%
EXT-历链,¥346.8万,¥0.000694,¥18.15万,50亿*,+15.37%
ZCR-ZCore,¥345.72万,¥1.4067,¥4406.16,245.76万,-5.12%
ERT-Eristica,¥344.25万,¥0.020554,--,1.67亿,+8.05%
LUC-Level Up Coin,¥341.69万,¥0.003427,¥438.02,9.97亿,+4.91%
CAF-方圆,¥341.43万,¥0.011381,¥46.85万,3亿*,-28.59%
TAC-溯源链,¥341.23万,¥0.011374,¥60.7万,3亿*,+7.35%
VCT-ValueCyber,¥341.27万,¥0.056878,¥23.9万,"6,000万*",+3.88%
PHI-PHI Token,¥332.8万,¥0.5722,¥683.78,581.58万,-3.33%
GUS-竞赛币,¥326.38万,¥0.009325,¥380.95,3.5亿*,+12.99%
HTB-HTB,¥324.4万,¥0.003244,¥92.3万,10亿*,+0.67%
LKN-LinkCoin Token,¥320.85万,¥0.006417,¥1705.78,5亿*,+8.00%
GOOC-谷壳币,¥319.31万,¥0.012773,¥16.74万,2.5亿*,+20.54%
VNT-维特链,¥318.59万,¥0.004551,¥16.54万,7亿*,+13.85%
RCT-真链,¥317.15万,¥0.004531,¥95.28万,7亿*,+0.74%
LTHN-Lethean,¥310.36万,¥0.006674,¥256.54,4.65亿*,-12.77%
DAN-Daneel,¥309.95万,¥0.074441,¥55906.59,"4,163.75万",-11.63%
CEN-CEN,¥309.45万,¥0.025788,--,1.2亿,+11.82%
OPX-Opes Protocol,¥306.71万,¥0.005112,--,6亿*,-0.24%
BETHER-Bethereum,¥302.99万,¥0.010602,¥40975.21,2.86亿*,+4.93%
RLX-Relex,¥291.71万,¥0.002190,¥8190.22,13.32亿,-7.18%
FREE-FREE Coin,¥265.52万,¥0.00000069,¥3031.02,3.83万亿,-0.30%
RRC-RRCoin,¥288.87万,¥0.010699,¥13298.46,2.7亿,+5.24%
HB-HeartBout,¥288.54万,¥0.054241,¥119.17万,"5,319.53万",-0.21%
SEXC-ShareX,¥285.23万,¥0.003565,--,8亿,+3.96%
LION-Coin Lion,¥284.35万,¥0.088235,¥7748.63,"3,222.61万",+23.19%
ZIPT-Zippie,¥278.4万,¥0.011869,¥22115.16,2.35亿,+1.54%
EDS-赞我股,¥275.12万,¥0.000275,¥105.38万,100亿*,+18.47%
ALC-Allcoin,¥274.57万,¥0.090714,¥4.7171,"3,026.78万",0%
TIC-Thingschain,¥270.65万,¥0.000236,¥33883.04,114.45亿,-11.61%
NPXSXEM-Pundi X NEM,¥270.24万,¥0.002639,¥473.35万,10.24亿,+10.90%
LEDU-Education Ecosystem,¥270.11万,¥0.012402,¥0.3061,2.18亿*,-37.06%
SHARD-Shard,¥269.05万,¥0.2116,¥3701.34,"1,271.34万",-7.40%
IONC-IONChain,¥268.68万,¥0.013434,¥59.1万,2亿,+5.89%
ORS-本源币,¥267.24万,¥0.022270,¥376.25万,1.2亿*,-1.95%
CIC-云保链,¥265.29万,¥0.001965,¥29.31万,13.5亿*,-2.67%
REF-引荐令牌,¥262.62万,¥3.5856,¥17.91万,73.24万,+9.70%
CHL-Challenge DAPP,¥261.19万,¥0.000967,--,27亿*,+23.42%
MNP-MNPCoin,¥259.26万,¥1.1827,¥14743.79,219.2万,+6.40%
MUSK-MUSK Token,¥257.81万,¥0.008594,¥132.36万,3亿*,+7.14%
RATING-DPRating,¥257.63万,¥0.001171,¥43.96万,22亿*,+6.70%
EJOY-ETHER JOY,¥256.83万,¥0.000233,¥28142.23,110.25亿,+3.63%
ALI-阿里币,¥254.55万,¥0.002030,¥20.42万,12.54亿*,+6.92%
ECOM-Ecom Chain,¥253.03万,¥0.000723,--,35亿,+21.41%
GENE-Parkgene,¥250.45万,¥0.008497,¥13.68万,2.95亿,+35.28%
PGD-火眼币,¥248.64万,¥0.045371,--,"5,480.26万*",+11.18%
TOP-TOP.ONE COIN,¥242.13万,¥0.001780,¥91356.35,13.6亿*,+1.50%
TIX-彩币,¥240.86万,¥0.00003649,¥30390.21,660亿,+5.07%
IQN-IQeon,¥234.44万,¥0.8635,¥3341.39,271.5万,-1.69%
EAI-以太智联,¥232.37万,¥0.037179,¥171.61万,"6,250万",-11.40%
KNT-KNT,¥227.89万,¥0.007596,¥17.35万,3亿,+13.71%
XUN-UltraNote Coin,¥223.2万,¥0.000625,¥872.24,35.72亿,+40.18%
STC-星链,¥220.87万,¥0.004417,¥152.07万,5亿,-0.75%
FREC-弗雷尔币,¥219.25万,¥0.004385,¥25.78万,5亿,+16.78%
FISH-鱼币,¥219.21万,¥0.002740,¥35.96万,8亿*,+0.80%
XSG-SnowGem,¥214.2万,¥0.2098,¥61.2万,"1,020.89万",-17.21%
METM-MetaMorph,¥213.85万,¥0.030933,¥10.33万,"6,913.5万",+19.45%
KRL-Kryll,¥212.49万,¥0.1787,¥11.67万,"1,189.12万",+3.76%
UCASH-UCASH,¥206.89万,¥0.001122,¥44.82万,18.45亿,+0.97%
BBO-Bigbom,¥206.85万,¥0.006120,¥111.14万,3.38亿,+11.60%
2GO-CoinToGo,¥206.19万,¥0.5059,¥61325.25,407.56万,+19.29%
EUNO-EUNO,¥205.78万,¥0.1576,¥1608.13,"1,305.92万",-26.33%
PENG-Penguin Coin,¥205.74万,¥0.000358,¥8980.33,57.4亿,+10.66%
ABAO-阿拉丁钱包,¥205.26万,¥0.000389,--,52.8亿*,-3.37%
RPM-Repme,¥204.42万,¥0.00005644,¥154.59万,362.21亿,+2.50%
POK-PokerCoin,¥203.67万,¥0.011315,¥3485.42,1.8亿*,+5.15%
RTB-AB-Chain RTB,¥196.01万,¥0.1304,¥40565.33,"1,503.06万",+26.41%
AUC-Auctus,¥192.03万,¥0.1126,¥113.52,"1,704.71万",+5.13%
CHT-热币,¥189.86万,¥0.028391,¥23794.47,"6,687.19万*",+5.13%
VSC-体育币,¥186.46万,¥0.006215,¥11.16万,3亿*,+9.35%
BZX-Bitcoin Zero,¥184.35万,¥0.1521,¥7566.72,"1,211.69万",+18.16%
PMNT-Paymon,¥183.35万,¥0.003000,¥989.89,6.11亿,+5.61%
IDH-IDHub,¥182.8万,¥0.025795,¥136.06万,"7,086.62万*",+6.22%
CROAT-CROAT,¥182.42万,¥0.032332,¥20392.15,"5,642.14万",+34.24%
NAVI-Naviaddress,¥178.21万,¥0.007347,¥121.05万,2.43亿,+5.97%
BC-管家币,¥177.81万,¥0.026342,--,"6,750万",-23.92%
AKA-Akroma,¥175.95万,¥0.097195,¥8234.47,"1,810.3万",-18.21%
JOT-JOT,¥174.53万,¥0.1935,¥44097.71,902.19万,-1.93%
ICR-InterCrone,¥172.1万,¥0.1201,¥206.49,"1,432.51万",-49.55%
RISK-RISK,¥170.63万,¥0.000427,¥84168.34,40亿*,-0.22%
FTXT-FUTURAX,¥167.71万,¥0.000492,¥48689.70,34.06亿,-4.26%
S-沙皮,¥166.12万,¥0.001750,¥44848.42,9.49亿,+14.36%
AIDT-AIDT,¥165.74万,¥0.1657,--,"1,000万*",+32.87%
ETHM-Ethereum Meta,¥159.7万,¥0.018143,¥52.1432,"8,802.2万",-14.24%
CFL-CryptoFlow,¥159.49万,¥0.017610,¥3941.35,"9,057.1万",+4.09%
MMC-迈阿币,¥158.08万,¥0.031293,¥35.21万,"5,051.75万",+10.11%
TBT-Time Bank Token,¥157.7万,¥0.001577,¥726.75,10亿*,+7.37%
BPTN-名人链,¥155.15万,¥0.002586,¥3.0919,6亿*,-7.16%
FACC-FACC,¥153.6万,¥0.006400,¥29517,2.4亿*,-3.39%
ETHO-Ether-1,¥151.11万,¥0.086379,¥48938.92,"1,749.38万",-2.17%
CYFM-CyberFM,¥147.9万,¥0.00002417,¥10277.20,612亿,+0.29%
BTK-Bitcoin Token,¥138.94万,¥0.000143,¥11341.94,96.84亿,+10.63%
XCASH-X-Cash,¥137.95万,¥0.00006385,¥21870.02,216.06亿,+12.32%
ITL-Italian Lira,¥134.16万,¥0.000242,¥9897.24,55.37亿,+7.63%
MFG-SyncFab,¥133.51万,¥0.007680,¥91.24万,1.74亿,-10.57%
CG-数字艺术链,¥132.83万,¥0.044277,--,"3,000万*",+18.46%
BIT-BitRewards,¥132.36万,¥0.003915,¥20.77万,3.38亿*,-2.76%
MORE-More Coin,¥131.22万,¥0.6561,¥6452.60,200万,+4.81%
SHPING-Shping,¥130.16万,¥0.001667,--,7.81亿,+22.78%
XDNA-XDNA,¥125.02万,¥0.3912,¥5778.55,319.54万,+6.09%
AUX-Auxilium,¥124.29万,¥0.012437,¥26574.13,"9,993.58万*",+9.15%
CFUN-CFun,¥123.36万,¥0.003084,¥12.92万,4亿,+12.62%
TCASH-TCASH Token,¥123.03万,¥0.055474,¥23.25万,"2,217.73万*",+4.12%
PCCM-PCCM,¥122.03万,¥0.020338,¥53142.44,"6,000万*",-5.01%
MTRC-ModulTrade,¥118.04万,¥0.032505,¥27万,"3,631.58万*",+18.02%
ENGT-Engagement Token,¥115.87万,¥0.002790,¥18.57万,4.15亿,+10.99%
WEB-Webcoin,¥111.63万,¥0.033356,¥337.65万,"3,346.67万",+6.45%
ELY-Elysian,¥111.08万,¥0.013545,¥98.04万,"8,201.08万",+6.25%
CSTL-Castle,¥107.91万,¥0.094813,¥19621.08,"1,138.15万",+1.14%
ZINC-ZINC,¥106.59万,¥0.2929,¥27146.67,363.88万,+7.83%
QUAN-Quantis Network,¥106.03万,¥0.3136,¥343.61,338.06万,-21.48%
GVE-世界村,¥104.99万,¥0.002333,¥90946.47,4.5亿,-1.99%
ENTS-EUNOMIA,¥104.55万,¥0.00006357,¥10446.37,164.47亿*,+1.89%
EVI-Evimeria,¥103.38万,¥0.00006662,¥484.05,155.19亿,+20.14%
ADI-Aditus,¥103.19万,¥0.004408,¥28.72万,2.34亿,+0.52%
HUR-Hurify,¥102.62万,¥0.005502,¥9280.04,1.87亿,-3.94%
ACM-Actinium,¥102.5万,¥0.1532,¥1683.82,669.06万,-11.41%
PGN-鸽子币,¥100.67万,¥0.000662,¥23.9万,15.2亿,+11.63%
UTO-优旅链,¥100.45万,¥0.1116,¥1402.81,900万*,-3.40%
VTC-以特币,¥99.99万,¥0.019999,¥498.34,"5,000万*",+5.25%
WIZ-CrowdWiz,¥97.8万,¥0.1249,¥315.97,783.32万*,+7.80%
ZJLT-ZJLT,¥97.12万,¥0.001387,¥32.35万,7亿*,+8.86%
BEET-Beetle Coin,¥96.49万,¥0.005794,¥84119.17,1.67亿,+2.29%
WEB-Webchain,¥96.26万,¥0.014597,¥1036.63,"6,594.59万",-12.35%
NDX-nDEX,¥95.87万,¥0.00006398,¥21742.68,149.83亿,+6.41%
DIT-DIT,¥94.43万,¥0.004502,¥11685.83,2.1亿,-25.04%
DSCB-数据盾银行,¥94.11万,¥0.00003137,¥19.6711,300亿*,-38.64%
COMP-Compound Coin,¥92.76万,¥0.00004556,¥1103.73,203.58亿,+10.78%
BIGE-BIGE,¥91.88万,¥0.1531,--,600万*,+0.15%
ZAT-承云,¥90.16万,¥0.009016,¥319.6万,1亿*,+9.02%
VOCO-Provoco Token,¥89.36万,¥0.006031,¥48.22万,1.48亿,-1.82%
TKA-Tokia,¥87.53万,¥0.020774,¥2472.13,"4,213.54万",+12.32%
GPKR-Gold Poker,¥87.4万,¥0.5650,¥67752.79,154.68万*,-16.98%
TELOS-Teloscoin,¥87.25万,¥0.023281,¥98.3491,"3,747.79万*",-8.02%
SER-Seratio Token,¥87.23万,¥0.029077,¥637.23,"3,000万*",+13.39%
BEFC-BEFC,¥86.77万,¥0.6731,¥26.81万,128.9万*,+3.88%
HELP-GoHelpFund,¥85.13万,¥0.2706,¥37807.28,314.55万,-4.54%
NXCT-New XChain Token,¥84.64万,¥0.000576,--,14.7亿*,+6.68%
DEAL-iDealCash,¥84.33万,¥0.000701,¥557.27,12.03亿,+50.42%
ABS-Absolute,¥84.31万,¥0.1046,¥377.12,805.71万,-11.70%
HUZU-HUZU,¥84.23万,¥0.4164,¥1761.93,202.26万*,-23.20%
LOTO-Lotoblock,¥82.05万,¥0.000821,¥43953.26,10亿*,-28.71%
BCT-币森币,¥80.85万,¥0.001617,--,5亿,+4.31%
NER-Nerves,¥77.34万,¥0.000237,¥86.9871,32.59亿,+5.31%
CDM-Condominium,¥76.71万,¥0.000710,¥1903.95,10.81亿*,-20.59%
DRCT-DRC Token,¥73.05万,¥0.005619,¥7655.84,1.3亿*,+4.38%
BCG-BCG Chain,¥72.71万,¥0.007271,¥39105.33,1亿*,-11.44%
CRC-CryCash,¥71.16万,¥0.1563,¥3319.23,455.16万,-10.24%
MASH-MASTERNET,¥69.91万,¥0.022062,¥17423.79,"3,168.67万",-1.10%
DOR-Dorado,¥68.84万,¥0.001936,¥1232.26,3.56亿,+7.65%
BMH-BlockMesh,¥68万,¥0.007590,¥1630.57,"8,959.85万",+12.77%
JLL-教链,¥67.97万,¥0.000566,¥62255.94,12亿*,+11.17%
KNT-Knekted,¥64.61万,¥0.003231,¥0.1814,2亿*,-1.92%
SOL-Sola Token,¥63.36万,¥0.021820,¥697.74,"2,903.92万",+1.03%
IG-爱奇,¥60.08万,¥0.000327,¥45.6万,18.38亿,+7.70%
BTAD-Bitcoin Adult,¥59.24万,¥0.023641,¥384.73,"2,505.8万*",-8.52%
UCOM-哈克币,¥59.21万,¥0.2745,¥194.35,215.69万,+7.70%
VAT-价值通证,¥59.01万,¥0.5901,--,100万*,-15.98%
MMO-MMOCoin,¥55.73万,¥0.012548,¥438.83,"4,441.5万*",-46.06%
DTRC-Datarius Credit,¥55.56万,¥0.004349,"¥1,086.37万",1.28亿,+0.13%
WTE-Witee,¥55.39万,¥0.004618,¥3606.54,1.2亿*,+2.86%
PKG-PKG Token,¥55.09万,¥0.00006142,¥80125.48,89.69亿,+44.07%
VIEW-View,¥53.84万,¥0.015345,¥212.68,"3,508.83万",-20.54%
ECT-ECT,¥53.32万,¥0.000485,--,11亿*,+42.57%
FBN-Fivebalance,¥51.72万,¥0.00003172,¥58416.04,163.09亿*,+4.33%
DART-DarexTravel,¥49.54万,¥0.00000589,¥5507.31,841.64亿,-17.48%
LOVC-爱酒链,¥49.44万,¥0.000989,¥5188.70,5亿*,+3.71%
VIKKY-VikkyToken,¥47.51万,¥0.000127,¥85429.40,37.27亿,+103.10%
XOV-XOVBank,¥46.91万,¥0.006547,¥57920.50,"7,164.95万",+8.38%
CTL-Citadel,¥46.35万,¥0.042352,¥100.36,"1,094.48万",-4.03%
SOUL-CryptoSoul,¥45.86万,¥0.004238,¥43162.52,1.08亿*,+3.79%
BZ-BiClub Token,¥43.95万,¥0.020442,--,"2,150万*",+2.14%
RPI-RPICoin,¥43.56万,¥0.000834,¥527.69,5.22亿*,-7.32%
XGOX-XGOX,¥41.84万,¥0.000261,¥165.27,16.06亿,-10.13%
WIT-智慧链,¥40.26万,¥0.000288,¥215.55万,14亿*,-30.74%
SCRIV-SCRIV NETWORK,¥40.08万,¥0.016197,¥1707.50,"2,474.44万",-8.17%
VOC-语音链,¥38.45万,¥0.000769,¥4488.12,5亿,-27.02%
PYX-PyrexCoin,¥38.37万,¥0.038585,¥127.23,994.44万,-17.18%
TOTO-Tourist Token,¥38.12万,¥0.00008095,¥13.87万,47.1亿,+11.96%
WTN-WaleTokeN,¥37.93万,¥0.00002590,¥18758.05,146.44亿*,+3.60%
SNR-SONDER,¥37.38万,¥0.003154,¥42548.30,1.19亿*,+3.76%
TYPE-Typerium,¥36.7万,¥0.004932,¥52.2298,"7,441.38万*",-39.29%
MORPH-Morpheus Network,¥36.29万,¥0.012236,¥2622.53,"2,965.77万",+10.48%
CYMT-CyberMusic,¥34.94万,¥0.00002444,¥36892.94,142.94亿,+3.86%
BTCN-BitcoiNote,¥34.21万,¥0.036992,¥6137.04,924.88万,+6.52%
SAKE-SAKECOIN,¥34.05万,¥0.00008531,¥98.7189,39.91亿*,+176.85%
XXX-AdultChain,¥31.9万,¥0.006862,¥1363.27,"4,648.76万*",+22.17%
LWF-Local World Forwarders,¥31.86万,¥0.003199,¥4443.25,"9,957.79万*",-21.96%
CYL-Crystal Token,¥30.73万,¥0.5445,¥9.9543,56.44万,+1.62%
PHON-PhoneCoin,¥29.99万,¥0.095298,¥23.1722,314.71万,-3.88%
MICRO-Micromines,¥29.47万,¥0.00002105,¥5564.64,139.99亿*,+6.21%
ATH-Atheios,¥29.53万,¥0.028786,¥19774.81,"1,025.77万*",+11.21%
EGX-EagleX,¥28.02万,¥0.008344,¥12.5144,"3,358.35万*",-11.72%
BLAST-BLAST,¥27.18万,¥0.006870,¥314.24,"3,955.82万*",-7.54%
NFSC-食安币,¥27.06万,¥0.00005637,--,48亿*,+0.28%
NRP-Neural Protocol,¥25.94万,¥0.00003525,¥10.93万,73.58亿,+1.04%
BSTK-根源卡,¥24.54万,¥0.000307,--,8亿*,+15.99%
XCO-X-Coin,¥24.49万,¥0.019777,¥843.57,"1,238.5万*",-15.40%
GRMD-GreenMed,¥24.37万,¥0.017139,¥1699.74,"1,421.91万",-7.68%
MFIT-MFIT Coin,¥23.37万,¥0.3498,¥4973.89,66.8万,-46.69%
PSC-PrimeStone,¥22.22万,¥0.052351,¥14004.71,424.47万,+4.12%
EES-超级能源,¥21.6万,¥0.044997,¥463.50,480万*,-11.78%
ZNT-ZNT,¥20.92万,¥0.00003407,¥23334.88,61.41亿*,+4.24%
ZBA-Zoomba,¥20.89万,¥0.023399,¥356.72,892.98万,-23.40%
MRI-Mirai,¥20.27万,¥0.059663,¥208.74,339.67万,+9.29%
BZL-BZLcoin,¥19.42万,¥0.1008,¥938.92,192.59万*,-1.57%
APC-Alpha Coin,¥18.6万,¥0.005026,¥56.9787,"3,700万",+33.70%
BTR-Bitether,¥18.58万,¥0.007860,¥24967.38,"2,364.22万",+5.19%
NYEX-Nyerium,¥18.25万,¥0.009653,¥0.2991,"1,890.63万*",+36.94%
BWS-BWS,¥17.78万,¥0.001689,¥1131.99,1.05亿*,+2.68%
DATP-DATP,¥17.06万,¥0.00001884,¥15833.46,90.6亿,+8.37%
DIN-Dinerocoin,¥16.09万,¥0.019687,¥317.91,817.12万,+2.58%
AZART-Azart,¥15.77万,¥0.049983,¥7429.89,315.52万,+1.50%
DELTA-DeltaChain,¥15.2万,¥0.00003393,¥17099.16,44.79亿,+4.54%
STEEP-SteepCoin,¥13.88万,¥0.000765,¥104.90,1.82亿,-28.29%
FNTB-Fintab,¥13.1万,¥0.047116,¥689.62,277.94万,+4.31%
GDP-GDEX Point,¥13.03万,¥0.026002,¥282.83,501万*,+13.00%
HAVY-Havy,¥12.65万,¥0.00002486,¥22945.50,50.87亿,+6.53%
BNC-Bionic,¥12.64万,¥0.000236,¥64949.45,5.36亿,+12.35%
MFTU-MFTU,¥11.96万,¥0.000488,¥14109.13,2.45亿,+5.65%
JOINT-Joint Ventures,¥10.62万,¥0.004854,¥9020.22,"2,187.81万",+26.30%
HEY-美丽链,¥10.44万,¥0.001044,¥65.3798,1亿*,+1.76%
UCC-U链,¥10.39万,¥0.003462,--,"3,000万*",0%
CTRT-Cryptrust,¥10.02万,¥0.00001890,¥16563.19,53亿,-14.16%
XIND-Indinode,¥90351.42,¥0.000241,¥130.08,3.75亿,+2.68%
IMP-IMP,¥89716.35,¥0.2032,¥41192.37,44.15万,+8.07%
YLC-YoloCash,¥74699.37,¥0.002532,¥9480.30,"2,949.94万",+0.03%
